Artist,Mood_emoji,Instrument,Era,Real_Artist,Genre,Energy,Main_Instrument
taro vale,angry,dj,2010s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
lumen riot,sad,bass,2000s,Pixies,Alternative Rock,0.82,Guitar
zaya ice,angry,trumpet,2000s,Flashy Ice Cream,Urban Trap,0.8,Vocals
zaya ice,sad,drums,90s,Flashy Ice Cream,Urban Trap,0.8,Vocals
nox arden,sad,synth,2010s,Sen Senra,Indie Pop,0.64,Vocals
nox arden,sad,trumpet,futuristic,Sen Senra,Indie Pop,0.64,Vocals
stone vale,sad,dj,70s,Els Pets,Rock,0.69,Guitar
cora miel,happy,trumpet,2000s,Sadie Jean,Pop,0.52,Vocals
suri lane,angry,synth,2010s,Stay Homas,Indie Pop,0.62,Guitar / Vocals
aqua lume,sad,violin,medieval,Polo & Pan,Electronic,0.62,Synth
elara venn,sad,bass,futuristic,Judeline,Pop,0.61,Vocals
riven skoll,sad,trumpet,2000s,Sidonie,Indie Rock,0.74,Guitar
elias storm,happy,drums,medieval,Suede,Britpop,0.72,Vocals / Guitar
nova tide,angry,bass,futuristic,Midnight Generation,Funk / Disco,0.81,Synth
kael vorn,happy,violin,classical,Jovanotti,Pop / World Music,0.77,Vocals
elara venn,chill,bass,90s,Judeline,Pop,0.61,Vocals
suri lane,chill,trumpet,70s,Stay Homas,Indie Pop,0.62,Guitar / Vocals
mina rose,happy,bass,2000s,Mushkaa,Urban Pop,0.68,Vocals
kiro blaze,angry,dj,futuristic,Lildami,Urban Hip Hop,0.74,Vocals
nox arden,sad,piano,2000s,Sen Senra,Indie Pop,0.64,Vocals
mira cloud,happy,bass,70s,The Cardigans,Alternative Pop,0.65,Vocals
vira nova,chill,dj,2010s,Halsey,Alternative Pop,0.7,Vocals
eden bloom,chill,violin,70s,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
aqua lume,chill,violin,80s,Polo & Pan,Electronic,0.62,Synth
riven skoll,happy,trumpet,2010s,Sidonie,Indie Rock,0.74,Guitar
nova tide,chill,drums,2010s,Midnight Generation,Funk / Disco,0.81,Synth
nox arden,chill,violin,medieval,Sen Senra,Indie Pop,0.64,Vocals
riven skoll,chill,drums,2000s,Sidonie,Indie Rock,0.74,Guitar
cale rowan,happy,drums,classical,La Ludwig Band,Folk Rock,0.67,Guitar
noir signal,happy,trumpet,classical,Faithless,Electronic / Dance,0.88,Synth / DJ
axel noir,sad,piano,medieval,Ultraligera,Indie Rock,0.68,Guitar
dante cross,happy,guitar,futuristic,Mishima,Indie Rock,0.63,Vocals
nova tide,sad,guitar,2010s,Midnight Generation,Funk / Disco,0.81,Synth
lena pulse,angry,bass,classical,Delaporte,Electronic Pop,0.78,Synth
nero pulse,sad,trumpet,futuristic,31 FAM,Urban Trap,0.82,Vocals
echo vant,angry,violin,futuristic,Parquesvr,Post-Punk,0.76,Guitar
vira nova,happy,piano,medieval,Halsey,Alternative Pop,0.7,Vocals
dax nova,happy,bass,futuristic,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
taro vale,happy,synth,classical,Ezra Collective,Jazz / Afrobeat,0.74,Drums
elara venn,happy,piano,80s,Judeline,Pop,0.61,Vocals
eira flux,sad,guitar,2000s,Zahara,Indie Pop,0.58,Vocals
sol vireo,sad,trumpet,classical,Sexenni,Pop Rock,0.72,Guitar
mono chrome,happy,piano,90s,The Hives,Garage Rock,0.9,Guitar
dax nova,sad,drums,70s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
taro vale,happy,piano,2000s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
luna vex,sad,drums,2010s,Mama Dousha,Electronic Pop,0.7,Synth
eden bloom,angry,drums,90s,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
mira cloud,sad,synth,2010s,The Cardigans,Alternative Pop,0.65,Vocals
mira cloud,happy,synth,medieval,The Cardigans,Alternative Pop,0.65,Vocals
cora miel,happy,synth,2000s,Sadie Jean,Pop,0.52,Vocals
pyro kine,happy,piano,90s,Son Rompe Pera,Marimba Punk,0.83,Marimba
luna vex,angry,dj,90s,Mama Dousha,Electronic Pop,0.7,Synth
liora vale,happy,drums,80s,Rigoberta Bandini,Indie Pop,0.68,Vocals
noir signal,sad,drums,70s,Faithless,Electronic / Dance,0.88,Synth / DJ
liora vale,angry,trumpet,medieval,Rigoberta Bandini,Indie Pop,0.68,Vocals
kai rio,chill,bass,classical,The Tyets,Urban Pop Reggaeton,0.81,Vocals
mira solis,sad,synth,medieval,Reneé Rapp,Pop,0.66,Vocals
luna vex,sad,piano,classical,Mama Dousha,Electronic Pop,0.7,Synth
dax nova,happy,drums,70s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
orin flux,sad,violin,90s,Dorian,Indie Electronic,0.73,Synth
bright hollow,happy,guitar,2000s,Two Door Cinema Club,Indie Rock,0.8,Guitar
liora vale,chill,bass,2010s,Rigoberta Bandini,Indie Pop,0.68,Vocals
sol vireo,angry,dj,medieval,Sexenni,Pop Rock,0.72,Guitar
nyx aura,sad,trumpet,70s,Ven'nus,Alternative Pop,0.66,Vocals
kael vorn,angry,dj,2010s,Jovanotti,Pop / World Music,0.77,Vocals
nox arden,chill,bass,2010s,Sen Senra,Indie Pop,0.64,Vocals
stone vale,chill,piano,70s,Els Pets,Rock,0.69,Guitar
nyx aura,sad,guitar,2010s,Ven'nus,Alternative Pop,0.66,Vocals
dust canyon,happy,guitar,medieval,The Black Crowes,Blues Rock,0.78,Guitar
aqua lume,angry,trumpet,70s,Polo & Pan,Electronic,0.62,Synth
liora vale,happy,bass,classical,Rigoberta Bandini,Indie Pop,0.68,Vocals
orion keys,chill,piano,classical,Jon Batiste,Jazz / Soul,0.6,Piano
kiro blaze,sad,guitar,medieval,Lildami,Urban Hip Hop,0.74,Vocals
orion keys,sad,dj,2010s,Jon Batiste,Jazz / Soul,0.6,Piano
nox arden,happy,trumpet,classical,Sen Senra,Indie Pop,0.64,Vocals
orion keys,chill,guitar,90s,Jon Batiste,Jazz / Soul,0.6,Piano
orin flux,chill,guitar,70s,Dorian,Indie Electronic,0.73,Synth
arlo kain,chill,dj,futuristic,David Byrne,Art Rock,0.65,Vocals / Guitar
vira nova,happy,violin,medieval,Halsey,Alternative Pop,0.7,Vocals
echo vant,angry,bass,2010s,Parquesvr,Post-Punk,0.76,Guitar
zaya ice,sad,bass,classical,Flashy Ice Cream,Urban Trap,0.8,Vocals
crimson echo,angry,piano,2010s,Garbage,Alternative Rock,0.75,Vocals
taro vale,happy,trumpet,2000s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
nova tide,happy,dj,medieval,Midnight Generation,Funk / Disco,0.81,Synth
kiro blaze,happy,drums,80s,Lildami,Urban Hip Hop,0.74,Vocals
axel noir,happy,guitar,classical,Ultraligera,Indie Rock,0.68,Guitar
kai rio,sad,bass,medieval,The Tyets,Urban Pop Reggaeton,0.81,Vocals
mono chrome,happy,drums,70s,The Hives,Garage Rock,0.9,Guitar
vex orion,happy,dj,70s,Chico Blanco,Electronic,0.79,DJ
vex orion,chill,piano,2010s,Chico Blanco,Electronic,0.79,DJ
orion keys,chill,dj,2000s,Jon Batiste,Jazz / Soul,0.6,Piano
lena pulse,happy,bass,70s,Delaporte,Electronic Pop,0.78,Synth
dust canyon,happy,bass,classical,The Black Crowes,Blues Rock,0.78,Guitar
zaya ice,sad,guitar,70s,Flashy Ice Cream,Urban Trap,0.8,Vocals
dax nova,happy,dj,classical,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
cale rowan,chill,guitar,2000s,La Ludwig Band,Folk Rock,0.67,Guitar
nyra kade,happy,trumpet,70s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
nova tide,angry,dj,70s,Midnight Generation,Funk / Disco,0.81,Synth
nyra kade,happy,violin,70s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
kai rio,sad,drums,futuristic,The Tyets,Urban Pop Reggaeton,0.81,Vocals
orin flux,happy,violin,2000s,Dorian,Indie Electronic,0.73,Synth
cora miel,angry,bass,medieval,Sadie Jean,Pop,0.52,Vocals
vira nova,angry,trumpet,2010s,Halsey,Alternative Pop,0.7,Vocals
luna vex,sad,trumpet,2000s,Mama Dousha,Electronic Pop,0.7,Synth
pyro kine,happy,violin,2000s,Son Rompe Pera,Marimba Punk,0.83,Marimba
elias storm,happy,dj,90s,Suede,Britpop,0.72,Vocals / Guitar
mono chrome,chill,synth,70s,The Hives,Garage Rock,0.9,Guitar
orion keys,angry,violin,90s,Jon Batiste,Jazz / Soul,0.6,Piano
kai rio,chill,violin,80s,The Tyets,Urban Pop Reggaeton,0.81,Vocals
luma skye,happy,synth,medieval,Yami Safdie,Pop,0.55,Vocals
kael vorn,chill,bass,70s,Jovanotti,Pop / World Music,0.77,Vocals
arlo kain,happy,guitar,2010s,David Byrne,Art Rock,0.65,Vocals / Guitar
elara venn,happy,drums,80s,Judeline,Pop,0.61,Vocals
echo vant,angry,trumpet,classical,Parquesvr,Post-Punk,0.76,Guitar
orin flux,sad,bass,classical,Dorian,Indie Electronic,0.73,Synth
lena pulse,happy,dj,2010s,Delaporte,Electronic Pop,0.78,Synth
vira nova,happy,trumpet,90s,Halsey,Alternative Pop,0.7,Vocals
sora lyne,happy,guitar,futuristic,Sigrid,Pop,0.72,Vocals
mira solis,angry,guitar,80s,Reneé Rapp,Pop,0.66,Vocals
arlo kain,chill,guitar,2010s,David Byrne,Art Rock,0.65,Vocals / Guitar
zaya ice,happy,drums,80s,Flashy Ice Cream,Urban Trap,0.8,Vocals
viko ray,chill,trumpet,futuristic,Ginebras,Indie Pop,0.75,Guitar
eira flux,chill,guitar,2000s,Zahara,Indie Pop,0.58,Vocals
suri lane,sad,violin,futuristic,Stay Homas,Indie Pop,0.62,Guitar / Vocals
mira solis,happy,violin,70s,Reneé Rapp,Pop,0.66,Vocals
dante cross,happy,bass,classical,Mishima,Indie Rock,0.63,Vocals
axel noir,sad,dj,80s,Ultraligera,Indie Rock,0.68,Guitar
dax nova,sad,dj,70s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
elara venn,sad,dj,medieval,Judeline,Pop,0.61,Vocals
dax nova,sad,trumpet,2000s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
crimson echo,angry,guitar,80s,Garbage,Alternative Rock,0.75,Vocals
eden bloom,sad,trumpet,90s,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
dax nova,chill,bass,80s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
axel noir,happy,synth,2010s,Ultraligera,Indie Rock,0.68,Guitar
juno vex,happy,bass,70s,Alizzz,Electronic Pop,0.71,Synth
dax nova,sad,guitar,futuristic,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
eden bloom,chill,trumpet,80s,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
kael vorn,angry,synth,70s,Jovanotti,Pop / World Music,0.77,Vocals
noir signal,chill,synth,2000s,Faithless,Electronic / Dance,0.88,Synth / DJ
dax nova,chill,trumpet,2000s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
taro vale,happy,violin,futuristic,Ezra Collective,Jazz / Afrobeat,0.74,Drums
bright hollow,happy,piano,80s,Two Door Cinema Club,Indie Rock,0.8,Guitar
eden bloom,chill,synth,80s,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
rex volta,chill,guitar,2000s,Meute,Techno Brass,0.86,Brass
elias storm,happy,bass,70s,Suede,Britpop,0.72,Vocals / Guitar
nero pulse,happy,piano,90s,31 FAM,Urban Trap,0.82,Vocals
elara venn,happy,drums,medieval,Judeline,Pop,0.61,Vocals
luna vex,chill,piano,80s,Mama Dousha,Electronic Pop,0.7,Synth
viko ray,happy,synth,2000s,Ginebras,Indie Pop,0.75,Guitar
ryo kaze,angry,piano,90s,Figa Flawas,Urban Pop Rap,0.79,Vocals
zelka tano,chill,violin,80s,Bomba Estéreo,Electro Cumbia,0.85,Vocals
kai rio,happy,bass,80s,The Tyets,Urban Pop Reggaeton,0.81,Vocals
sol vireo,sad,piano,medieval,Sexenni,Pop Rock,0.72,Guitar
lily drift,chill,bass,medieval,Chiquita Movida,Indie Pop,0.6,Vocals
aqua lume,sad,guitar,medieval,Polo & Pan,Electronic,0.62,Synth
kiro blaze,sad,synth,70s,Lildami,Urban Hip Hop,0.74,Vocals
mina rose,sad,bass,80s,Mushkaa,Urban Pop,0.68,Vocals
vira nova,angry,drums,70s,Halsey,Alternative Pop,0.7,Vocals
axel noir,angry,bass,90s,Ultraligera,Indie Rock,0.68,Guitar
mira cloud,chill,drums,90s,The Cardigans,Alternative Pop,0.65,Vocals
orion keys,chill,guitar,2000s,Jon Batiste,Jazz / Soul,0.6,Piano
mira cloud,chill,dj,70s,The Cardigans,Alternative Pop,0.65,Vocals
viko ray,chill,piano,90s,Ginebras,Indie Pop,0.75,Guitar
lily drift,sad,synth,classical,Chiquita Movida,Indie Pop,0.6,Vocals
suri lane,sad,violin,2000s,Stay Homas,Indie Pop,0.62,Guitar / Vocals
elara venn,sad,bass,2000s,Judeline,Pop,0.61,Vocals
lumen riot,chill,drums,90s,Pixies,Alternative Rock,0.82,Guitar
eira flux,sad,piano,futuristic,Zahara,Indie Pop,0.58,Vocals
dax nova,sad,dj,classical,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
juno vex,angry,drums,futuristic,Alizzz,Electronic Pop,0.71,Synth
mira solis,happy,piano,2000s,Reneé Rapp,Pop,0.66,Vocals
ryo kaze,happy,guitar,90s,Figa Flawas,Urban Pop Rap,0.79,Vocals
pyro kine,sad,piano,2000s,Son Rompe Pera,Marimba Punk,0.83,Marimba
vex orion,sad,violin,2000s,Chico Blanco,Electronic,0.79,DJ
vex orion,angry,piano,2010s,Chico Blanco,Electronic,0.79,DJ
riven skoll,chill,piano,2010s,Sidonie,Indie Rock,0.74,Guitar
luma skye,chill,synth,70s,Yami Safdie,Pop,0.55,Vocals
mira solis,happy,piano,90s,Reneé Rapp,Pop,0.66,Vocals
echo vant,happy,drums,futuristic,Parquesvr,Post-Punk,0.76,Guitar
dante cross,happy,trumpet,80s,Mishima,Indie Rock,0.63,Vocals
nova tide,chill,drums,2000s,Midnight Generation,Funk / Disco,0.81,Synth
nero pulse,chill,piano,futuristic,31 FAM,Urban Trap,0.82,Vocals
kai rio,chill,synth,80s,The Tyets,Urban Pop Reggaeton,0.81,Vocals
nox arden,angry,violin,medieval,Sen Senra,Indie Pop,0.64,Vocals
elias storm,happy,violin,classical,Suede,Britpop,0.72,Vocals / Guitar
lena pulse,angry,guitar,90s,Delaporte,Electronic Pop,0.78,Synth
lumen riot,happy,guitar,futuristic,Pixies,Alternative Rock,0.82,Guitar
lena pulse,happy,piano,2000s,Delaporte,Electronic Pop,0.78,Synth
luma skye,happy,piano,2000s,Yami Safdie,Pop,0.55,Vocals
lena pulse,chill,drums,70s,Delaporte,Electronic Pop,0.78,Synth
arlo kain,sad,piano,90s,David Byrne,Art Rock,0.65,Vocals / Guitar
kael vorn,chill,violin,90s,Jovanotti,Pop / World Music,0.77,Vocals
bright hollow,happy,guitar,futuristic,Two Door Cinema Club,Indie Rock,0.8,Guitar
arlo kain,happy,drums,2000s,David Byrne,Art Rock,0.65,Vocals / Guitar
mina rose,happy,guitar,2010s,Mushkaa,Urban Pop,0.68,Vocals
riven skoll,angry,dj,medieval,Sidonie,Indie Rock,0.74,Guitar
lena pulse,happy,trumpet,80s,Delaporte,Electronic Pop,0.78,Synth
bright hollow,happy,drums,2010s,Two Door Cinema Club,Indie Rock,0.8,Guitar
lumen riot,angry,trumpet,70s,Pixies,Alternative Rock,0.82,Guitar
viko ray,chill,dj,80s,Ginebras,Indie Pop,0.75,Guitar
taro vale,chill,drums,90s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
lena pulse,angry,dj,2010s,Delaporte,Electronic Pop,0.78,Synth
kai rio,angry,violin,70s,The Tyets,Urban Pop Reggaeton,0.81,Vocals
luna vex,chill,synth,2000s,Mama Dousha,Electronic Pop,0.7,Synth
vex orion,chill,violin,2010s,Chico Blanco,Electronic,0.79,DJ
orin flux,sad,bass,80s,Dorian,Indie Electronic,0.73,Synth
riven skoll,chill,piano,futuristic,Sidonie,Indie Rock,0.74,Guitar
mono chrome,happy,trumpet,classical,The Hives,Garage Rock,0.9,Guitar
axel noir,sad,dj,70s,Ultraligera,Indie Rock,0.68,Guitar
nyx aura,chill,trumpet,90s,Ven'nus,Alternative Pop,0.66,Vocals
nero pulse,happy,trumpet,2010s,31 FAM,Urban Trap,0.82,Vocals
orin flux,sad,dj,futuristic,Dorian,Indie Electronic,0.73,Synth
dax nova,chill,drums,medieval,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
zaya ice,happy,dj,70s,Flashy Ice Cream,Urban Trap,0.8,Vocals
eden bloom,angry,dj,70s,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
nyx aura,happy,violin,80s,Ven'nus,Alternative Pop,0.66,Vocals
stone vale,happy,bass,classical,Els Pets,Rock,0.69,Guitar
elias storm,happy,bass,90s,Suede,Britpop,0.72,Vocals / Guitar
dust canyon,happy,bass,2000s,The Black Crowes,Blues Rock,0.78,Guitar
mina rose,chill,piano,70s,Mushkaa,Urban Pop,0.68,Vocals
suri lane,sad,trumpet,80s,Stay Homas,Indie Pop,0.62,Guitar / Vocals
mina rose,chill,guitar,70s,Mushkaa,Urban Pop,0.68,Vocals
rex volta,happy,violin,80s,Meute,Techno Brass,0.86,Brass
arlo kain,chill,bass,2000s,David Byrne,Art Rock,0.65,Vocals / Guitar
dust canyon,happy,piano,2000s,The Black Crowes,Blues Rock,0.78,Guitar
taro vale,sad,dj,medieval,Ezra Collective,Jazz / Afrobeat,0.74,Drums
kael vorn,sad,trumpet,medieval,Jovanotti,Pop / World Music,0.77,Vocals
kael vorn,happy,guitar,medieval,Jovanotti,Pop / World Music,0.77,Vocals
orion keys,angry,synth,90s,Jon Batiste,Jazz / Soul,0.6,Piano
kael vorn,angry,dj,futuristic,Jovanotti,Pop / World Music,0.77,Vocals
sora lyne,sad,synth,futuristic,Sigrid,Pop,0.72,Vocals
nyra kade,happy,violin,2010s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
eden bloom,happy,bass,2010s,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
nova tide,happy,synth,futuristic,Midnight Generation,Funk / Disco,0.81,Synth
nyx aura,sad,dj,medieval,Ven'nus,Alternative Pop,0.66,Vocals
aqua lume,sad,synth,medieval,Polo & Pan,Electronic,0.62,Synth
kael vorn,happy,guitar,classical,Jovanotti,Pop / World Music,0.77,Vocals
cora miel,happy,bass,futuristic,Sadie Jean,Pop,0.52,Vocals
cora miel,sad,trumpet,2000s,Sadie Jean,Pop,0.52,Vocals
eden bloom,angry,guitar,80s,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
nova tide,sad,trumpet,futuristic,Midnight Generation,Funk / Disco,0.81,Synth
elias storm,happy,trumpet,70s,Suede,Britpop,0.72,Vocals / Guitar
orin flux,sad,guitar,2010s,Dorian,Indie Electronic,0.73,Synth
kiro blaze,happy,drums,classical,Lildami,Urban Hip Hop,0.74,Vocals
nox arden,happy,dj,classical,Sen Senra,Indie Pop,0.64,Vocals
elara venn,happy,synth,80s,Judeline,Pop,0.61,Vocals
stone vale,happy,piano,70s,Els Pets,Rock,0.69,Guitar
elara venn,chill,synth,70s,Judeline,Pop,0.61,Vocals
bright hollow,sad,guitar,2010s,Two Door Cinema Club,Indie Rock,0.8,Guitar
cora miel,chill,bass,2000s,Sadie Jean,Pop,0.52,Vocals
nova tide,happy,bass,2000s,Midnight Generation,Funk / Disco,0.81,Synth
lena pulse,happy,trumpet,80s,Delaporte,Electronic Pop,0.78,Synth
nox arden,chill,synth,80s,Sen Senra,Indie Pop,0.64,Vocals
zelka tano,sad,trumpet,classical,Bomba Estéreo,Electro Cumbia,0.85,Vocals
axel noir,angry,trumpet,2010s,Ultraligera,Indie Rock,0.68,Guitar
sora lyne,sad,bass,2010s,Sigrid,Pop,0.72,Vocals
axel noir,chill,trumpet,70s,Ultraligera,Indie Rock,0.68,Guitar
nyx aura,happy,piano,classical,Ven'nus,Alternative Pop,0.66,Vocals
dante cross,chill,dj,2000s,Mishima,Indie Rock,0.63,Vocals
echo vant,angry,violin,2010s,Parquesvr,Post-Punk,0.76,Guitar
nero pulse,chill,trumpet,2000s,31 FAM,Urban Trap,0.82,Vocals
nyra kade,happy,synth,90s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
luna vex,angry,drums,90s,Mama Dousha,Electronic Pop,0.7,Synth
cale rowan,happy,dj,futuristic,La Ludwig Band,Folk Rock,0.67,Guitar
cora miel,happy,violin,2000s,Sadie Jean,Pop,0.52,Vocals
sora lyne,happy,violin,classical,Sigrid,Pop,0.72,Vocals
kai rio,happy,piano,80s,The Tyets,Urban Pop Reggaeton,0.81,Vocals
aqua lume,angry,guitar,90s,Polo & Pan,Electronic,0.62,Synth
riven skoll,sad,trumpet,80s,Sidonie,Indie Rock,0.74,Guitar
echo vant,sad,bass,70s,Parquesvr,Post-Punk,0.76,Guitar
echo vant,happy,bass,classical,Parquesvr,Post-Punk,0.76,Guitar
vira nova,angry,drums,80s,Halsey,Alternative Pop,0.7,Vocals
dante cross,happy,bass,medieval,Mishima,Indie Rock,0.63,Vocals
luma skye,chill,synth,medieval,Yami Safdie,Pop,0.55,Vocals
liora vale,angry,piano,medieval,Rigoberta Bandini,Indie Pop,0.68,Vocals
lena pulse,happy,violin,classical,Delaporte,Electronic Pop,0.78,Synth
bright hollow,happy,drums,futuristic,Two Door Cinema Club,Indie Rock,0.8,Guitar
elara venn,chill,dj,80s,Judeline,Pop,0.61,Vocals
pyro kine,sad,guitar,2000s,Son Rompe Pera,Marimba Punk,0.83,Marimba
suri lane,happy,piano,medieval,Stay Homas,Indie Pop,0.62,Guitar / Vocals
stone vale,chill,piano,classical,Els Pets,Rock,0.69,Guitar
mira cloud,angry,guitar,70s,The Cardigans,Alternative Pop,0.65,Vocals
elara venn,happy,bass,2000s,Judeline,Pop,0.61,Vocals
eden bloom,happy,bass,medieval,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
sol vireo,sad,guitar,futuristic,Sexenni,Pop Rock,0.72,Guitar
crimson echo,happy,bass,80s,Garbage,Alternative Rock,0.75,Vocals
sol vireo,chill,piano,classical,Sexenni,Pop Rock,0.72,Guitar
noir signal,happy,guitar,2010s,Faithless,Electronic / Dance,0.88,Synth / DJ
eira flux,happy,drums,2000s,Zahara,Indie Pop,0.58,Vocals
eira flux,chill,drums,80s,Zahara,Indie Pop,0.58,Vocals
ryo kaze,chill,drums,futuristic,Figa Flawas,Urban Pop Rap,0.79,Vocals
cora miel,sad,bass,medieval,Sadie Jean,Pop,0.52,Vocals
dust canyon,happy,piano,classical,The Black Crowes,Blues Rock,0.78,Guitar
luna vex,sad,bass,futuristic,Mama Dousha,Electronic Pop,0.7,Synth
luma skye,happy,synth,medieval,Yami Safdie,Pop,0.55,Vocals
juno vex,happy,drums,medieval,Alizzz,Electronic Pop,0.71,Synth
dust canyon,sad,trumpet,70s,The Black Crowes,Blues Rock,0.78,Guitar
luna vex,angry,trumpet,70s,Mama Dousha,Electronic Pop,0.7,Synth
mono chrome,happy,synth,90s,The Hives,Garage Rock,0.9,Guitar
mira cloud,happy,piano,70s,The Cardigans,Alternative Pop,0.65,Vocals
dante cross,happy,violin,80s,Mishima,Indie Rock,0.63,Vocals
kael vorn,happy,violin,2000s,Jovanotti,Pop / World Music,0.77,Vocals
stone vale,chill,drums,70s,Els Pets,Rock,0.69,Guitar
orion keys,angry,bass,2010s,Jon Batiste,Jazz / Soul,0.6,Piano
arlo kain,sad,guitar,80s,David Byrne,Art Rock,0.65,Vocals / Guitar
mira cloud,sad,violin,70s,The Cardigans,Alternative Pop,0.65,Vocals
dante cross,happy,synth,80s,Mishima,Indie Rock,0.63,Vocals
pyro kine,happy,drums,70s,Son Rompe Pera,Marimba Punk,0.83,Marimba
dax nova,sad,piano,classical,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
nero pulse,chill,piano,medieval,31 FAM,Urban Trap,0.82,Vocals
nyx aura,sad,bass,90s,Ven'nus,Alternative Pop,0.66,Vocals
vex orion,chill,guitar,2000s,Chico Blanco,Electronic,0.79,DJ
dust canyon,happy,guitar,classical,The Black Crowes,Blues Rock,0.78,Guitar
lumen riot,chill,piano,90s,Pixies,Alternative Rock,0.82,Guitar
crimson echo,happy,trumpet,70s,Garbage,Alternative Rock,0.75,Vocals
nyx aura,chill,dj,classical,Ven'nus,Alternative Pop,0.66,Vocals
nyx aura,chill,piano,2000s,Ven'nus,Alternative Pop,0.66,Vocals
vex orion,sad,trumpet,90s,Chico Blanco,Electronic,0.79,DJ
lily drift,chill,violin,medieval,Chiquita Movida,Indie Pop,0.6,Vocals
rex volta,happy,synth,90s,Meute,Techno Brass,0.86,Brass
riven skoll,happy,dj,80s,Sidonie,Indie Rock,0.74,Guitar
orion keys,chill,guitar,futuristic,Jon Batiste,Jazz / Soul,0.6,Piano
viko ray,happy,guitar,medieval,Ginebras,Indie Pop,0.75,Guitar
elias storm,happy,bass,90s,Suede,Britpop,0.72,Vocals / Guitar
kai rio,sad,trumpet,2010s,The Tyets,Urban Pop Reggaeton,0.81,Vocals
rex volta,happy,trumpet,classical,Meute,Techno Brass,0.86,Brass
stone vale,chill,guitar,medieval,Els Pets,Rock,0.69,Guitar
mono chrome,sad,piano,90s,The Hives,Garage Rock,0.9,Guitar
mira solis,sad,guitar,classical,Reneé Rapp,Pop,0.66,Vocals
mira solis,sad,piano,80s,Reneé Rapp,Pop,0.66,Vocals
lumen riot,chill,guitar,80s,Pixies,Alternative Rock,0.82,Guitar
sora lyne,sad,violin,70s,Sigrid,Pop,0.72,Vocals
elara venn,chill,trumpet,2000s,Judeline,Pop,0.61,Vocals
elara venn,chill,guitar,2010s,Judeline,Pop,0.61,Vocals
lumen riot,chill,dj,80s,Pixies,Alternative Rock,0.82,Guitar
sora lyne,sad,guitar,80s,Sigrid,Pop,0.72,Vocals
riven skoll,chill,trumpet,2010s,Sidonie,Indie Rock,0.74,Guitar
vex orion,sad,drums,medieval,Chico Blanco,Electronic,0.79,DJ
zaya ice,happy,violin,medieval,Flashy Ice Cream,Urban Trap,0.8,Vocals
eira flux,chill,guitar,2000s,Zahara,Indie Pop,0.58,Vocals
lena pulse,chill,synth,classical,Delaporte,Electronic Pop,0.78,Synth
kai rio,happy,piano,futuristic,The Tyets,Urban Pop Reggaeton,0.81,Vocals
zelka tano,sad,guitar,80s,Bomba Estéreo,Electro Cumbia,0.85,Vocals
vira nova,sad,violin,2000s,Halsey,Alternative Pop,0.7,Vocals
sol vireo,angry,drums,2000s,Sexenni,Pop Rock,0.72,Guitar
riven skoll,chill,drums,classical,Sidonie,Indie Rock,0.74,Guitar
mira cloud,chill,guitar,2000s,The Cardigans,Alternative Pop,0.65,Vocals
noir signal,angry,trumpet,2010s,Faithless,Electronic / Dance,0.88,Synth / DJ
